V4_0,time,time,uk-only,geography,cpih1dim1aggid,aggregate
105.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
96.3,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
102.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
105,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
96.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
101.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
101.8,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
104.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
111.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
93.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
130.7,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
104.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
107,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
101.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
106,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
96.7,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
108.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
103.3,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
98.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
104.2,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
95.6,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
108.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
105.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
101.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
103.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
108.2,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
111.2,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
103.8,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
105.8,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
94.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
105.3,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
108.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
106,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
110.4,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
104.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
113.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
82.6,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
103.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
104.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
104.4,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
99.2,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
92.2,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
84.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
101,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
102.7,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
109,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
100.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
98.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
102.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
103.4,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
108.2,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
105.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
115.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
113.5,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
107.8,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
104.7,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
101.8,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
110.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T100000,10 Education
106.6,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
102.3,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
109.3,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
101.7,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
104.6,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
102.2,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
106.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T60000,06 Health
106.2,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
104.4,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
103.9,Month,Jan-18,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
79.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1A0,Overall Index
39.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
70.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
72.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
73.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
79.1,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
86.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
73.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
69,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
63.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
109.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
75,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
81.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
52.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
116.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
117.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
77.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
85.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
77.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
67.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
47.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
82,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
83.1,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
98.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
92.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
83.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
74,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
74,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
90.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
78.8,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
60.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
98.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
74.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
58.1,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
44.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
89.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
241.8,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
79.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
100.8,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
70.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
72.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
77.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
39.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
72,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
72.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
63.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
76.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
63.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
68.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
71.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
65.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
80,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
69.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
73.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
73.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
77.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
79.1,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
98.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
75.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
117.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
77.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
85.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
72.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
84.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
69.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
66.1,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
49.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
41.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
83.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
53.1,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
82,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
84.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
80.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
98.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
92.8,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
91.8,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
83.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
74,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
76.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
75.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
87.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
94.1,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
83.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
74.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
60.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
81.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
86.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
123.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
82.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
79,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
70.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
78.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
62.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
71.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
71.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
69.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
44.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
89.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
253,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
867.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
363,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
126.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
82.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
79.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
116.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
100.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
88.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
72.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
67.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
71.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
80.8,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
62.8,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
80.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
77.4,Month,Jul-05,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
71,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
39.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T100000,10 Education
74.3,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
83.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
63.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
116.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
77.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
82.5,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
76.2,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T60000,06 Health
76.1,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
86.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
97.6,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
81.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1A0,Overall Index
41.8,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
73.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
74.4,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
75.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
82.6,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
87.8,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
75.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
72.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
64.2,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
113.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
79.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
80.7,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
55.7,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
111.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
113.2,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
80,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
88.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
77.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
71.6,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
61.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
85.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
81.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
95.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
88.4,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
82.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
74.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
77,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
89.2,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
82.2,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
64.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
98.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
80.6,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
58.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
47.8,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
89.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
216.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
80.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
98.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
73.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
75.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
76.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
41.8,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
73.4,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
75.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
69.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
78.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
68.7,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
68.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
74.7,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
67.6,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
79.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
70.6,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
75.8,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
75.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
80,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
82.6,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
81.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
90,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
69.7,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
91.7,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
72.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
102.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
57.8,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
52.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
113.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
79.5,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
74.9,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
79.8,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
91.4,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
55.7,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
113.2,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
96.8,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
79,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
113.2,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
80,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
88.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
71.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
88.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
